"sep=;"
URL;SEARCH_NAME;FOUND_NAME;ADDRESS;ZIP;CITY;PHONE;WEBSITE;FOUND_IN;HITTA_OR_ENIRO;DATE
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Fj%C3%A4r%C3%A5s%2CRajgr%C3%A4sv%C3%A4gen+1;Vårdcentralen Fjärås;Vårdcentralen Fjärås;Rajgräsvägen 1;43971;Fjärås;0300-565250,0300-565000;http://www.regionhalland.se/vcfjaras;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+centrum/flen/idPjC-nnU1?vad=V%C3%A5rdcentralen+Centrum;Vårdcentralen Centrum;Vårdcentralen Centrum;Norra Kungsgatan 9;64237;Flen;0157-24600,0157-24613,0157-51303;http://www.landstingetsormland.se/Halsa-vard/Vardcentraler/Flen/Vardcentralen-Centrum;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+flen/flen/~~ggP2_55-?vad=V%C3%A5rdcentralen+Flen%2COrr%C3%B6gatan+10;Vårdcentralen Flen;Vårdcentralen Flen;Orrögatan 10;64232;Flen;0157-18555,0157-18500,0157-18510;http://www.landstingetsormland.se/flen;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Floby%2CStorgatan+53;Vårdcentralen Floby;Närhälsan Floby vårdcentral;Storgatan 53;52151;Floby;0515-83880,0515-83870;http://www.narhalsan.se/flobyvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Fl%C3%B6da+v%C3%A5rdcentral%2CRurik+Holms+v%C3%A4g+10;Flöda vårdcentral;Närhälsan Floda vårdcentral;Rurik Holms Väg 10 A;44830;Floda;010-4359300;http://www.narhalsan.se/flodavardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Familjel%C3%A4karna+i+Forserum%2CLillsj%C3%B6v%C3%A4gen+12;Familjeläkarna i Forserum;Familjeläkarna i Forserum;Lillsjövägen 12;57177;Forserum;0380-553445;;Vardcentraler;HITTA;20151117
http://www.hitta.se//barnav%C3%A5rdscentral+forshaga+v%C3%A5rdcentral/forshaga/~SPZ4nbkoJ?vad=V%C3%A5rdcentralen+Forshaga%2CEuropav%C3%A4gen+4;Vårdcentralen Forshaga;Barnavårdscentral Forshaga Vårdcentral;Europavägen 4;66732;Forshaga;054-618900;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Fristad%2CT%C3%A4rnav%C3%A4gen+6;Vårdcentralen Fristad;Närhälsan Fristad vårdcentral;Tärnavägen 6;51333;Fristad;033-269080;http://www.narhalsan.se/fristadvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+kinna+v%C3%A5rdcentral/kinna/hxj_wvOHHG?vad=v%C3%A5rdcentral+i+mark;Fritsla Vårdcentral;Närhälsan Kinna vårdcentral;Kinnaborgsvägen 3;51157;Kinna;0320-30600;http://www.narhalsan.se/kinnavardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//fr%C3%A4nsta+v%C3%A5rdcentral/fr%C3%A4nsta/0VzxxMl22Z?vad=Fr%C3%A4nsta+v%C3%A5rdcentral;Fränsta vårdcentral;Fränsta Vårdcentral, växel;Mårtensvägen 2;84012;Fränsta;0691-251000,0691-251010;http://www.fvc.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//fr%C3%B6s%C3%B6+h%C3%A4lsocentral/fr%C3%B6s%C3%B6n/y~~~Sl2__C?vad=Fr%C3%B6s%C3%B6+H%C3%A4lsocentral%2C%C3%96nev%C3%A4gen+8;Frösö Hälsocentral;Frösö Hälsocentral;Önevägen 8;83251;Frösön;063-142300,1177,063-142314,063-142310,063-142318;http://www.jll.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//barnav%C3%A5rdscentral+fr%C3%B6vi+v%C3%A5rdcentral/fr%C3%B6vi/zSg2Xmqbko?vad=Fr%C3%B6vi+v%C3%A5rdcentral%2CJ%C3%A4rnv%C3%A4gsgatan+1;Frövi vårdcentral;Barnavårdscentral Frövi Vårdcentral;Järnvägsgatan 1;71830;Frövi;0581-84912;;Vardcentraler;HITTA;20151117
http://www.hitta.se//fun%C3%A4sdalens+h%C3%A4lsocentral/fun%C3%A4sdalen/iyhhdWPZZs?vad=Fun%C3%A4sdalens+h%C3%A4lsocentral%2CR%C3%B6rosv%C3%A4gen+35;Funäsdalens hälsocentral;Funäsdalens Hälsocentral;Rörosvägen 35;84095;Funäsdalen;0684-16060;http://www.jll.se/funasdalen;Vardcentraler;HITTA;20151117
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+f%C3%A4rgelanda+v%C3%A5rdcentral/f%C3%A4rgelanda/LxlZCn1qqb?vad=F%C3%A4rgelanda+v%C3%A5rdcentral;Färgelanda vårdcentral;Närhälsan Färgelanda vårdcentral;Håvestensvägen 5 A;45832;Färgelanda;010-4415010;http://www.narhalsan.se/fargelandavardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//f%C3%A4rila-los+din+h%C3%A4lsocentral/f%C3%A4rila/dglZCvOHHG?vad=F%C3%A4rila-Los+Din+h%C3%A4lsocentral%2CAnnbacksv%C3%A4gen+14;Färila-Los Din hälsocentral;Färila-Los Din Hälsocentral;Annbacksvägen 14;82041;Färila;0651-17010,026-154000;http://www.lg.se/farilaloshc;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=H%C3%A4lsocentralen+F%C3%A4rjestaden;Hälsocentralen Färjestaden;Färjestadens hälsocentral, växel;Safirvägen 2;38634;Färjestaden;0485-39100,1177;http://www.ltkalmar.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//f%C3%B6llinge+h%C3%A4lsocentral/f%C3%B6llinge/0zl541qooJ?vad=F%C3%B6llinge+h%C3%A4lsocentral%2CStorgatan+12;Föllinge hälsocentral;Föllinge hälsocentral;Storgatan 12;83060;Föllinge;0645-715130,0645-10641,0645-715139,0640-16507,1177;http://www.jll.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+F%C3%B6rsl%C3%B6v%2CF%C3%A4rgeriv%C3%A4gen+2+A;Vårdcentralen Förslöv;Vårdcentralen Förslöv;Färgerivägen 2 A;26973;Förslöv;0431-587150;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/orter-a-l/forslov_ny;Vardcentraler;HITTA;20151117
http://www.hitta.se//gagnefs+v%C3%A5rdcentral/djur%C3%A5s/xRjjj__44v?vad=V%C3%A5rdcentral+Gagnef;Vårdcentral Gagnef;Gagnefs Vårdcentral;Älvuddsvägen 42;78561;Djurås;0241-498510;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Gamleby+h%C3%A4lsocentral%2CGamleby+Centrum;Gamleby hälsocentral;Gamleby hälsocentral, växel;Gamleby Centrum;59431;Gamleby;0493-13000,1177;http://www.ltkalmar.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Gammelstads+V%C3%A5rdcentral%2CStadstorget;Gammelstads Vårdcentral;Gammelstads Hälsocentral;Stadsötorget;95431;Gammelstad;0920-253617;http://www.nll.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+getinge/getinge/dddxRw544v?vad=V%C3%A5rdcentralen+Getinge%2CDoktorsgatan+4;Vårdcentralen Getinge;Vårdcentralen Getinge;Doktorsgatan 4;30575;Getinge;035-162470;http://www.regionhalland.se/vcgetinge;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Gimo+V%C3%A5rdcentral%2CGimo+torg+6;Gimo Vårdcentral;Gimo Vårdcentral;Gimo Torg 6;74743;Gimo;018-6110790;http://www.lul.se/gimo;Vardcentraler;HITTA;20151117
http://www.hitta.se//familjel%C3%A4karna+v%C3%A5rdcentral/link%C3%B6ping/ihSTZss_Cw?vad=Familjel%C3%A4karna;Familjeläkarna;Familjeläkarna Vårdcentral, växel;Ågatan 29;58222;Linköping;013-242100,013-242101,013-242102,013-242103;;Vardcentraler;HITTA;20151117
http://www.hitta.se//gislaveds+v%C3%A5rdcentral/gislaved/idxgjX4nnO?vad=Gislaveds+v%C3%A5rdcentral%2CNorra+L%C3%A5nggatan+25;Gislaveds vårdcentral;Gislaveds Vårdcentral;Norra Långgatan 25;33230;Gislaved;0371-584015;http://www.lj.se/gislavedsvardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Gisleh%C3%A4lsan%2CRegeringsgatan+20;Vårdcentralen Gislehälsan;Gislehälsan;Regeringsgatan 20;33230;Gislaved;0371-584949;http://www.gislehalsan.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+gnesta/gnesta/iyLzSWlP2Z?vad=V%C3%A5rdcentralen+Gnesta%2CNygatan+29;Vårdcentralen Gnesta;Vårdcentralen Gnesta;Nygatan 29;64635;Gnesta;0158-52410,0158-52400;http://www.landstingetsormland.se/Halsa-vard/Vardcentraler/Vardcentralen-Gnesta;Vardcentraler;HITTA;20151117
http://www.hitta.se//gnosj%C3%B6+v%C3%A5rdcentral/gnosj%C3%B6/xxS2svOHHG?vad=Gnosj%C3%B6+V%C3%A5rdcentral%2CJ%C3%A4rnv%C3%A4gsgatan+49;Gnosjö Vårdcentral;Gnosjö Vårdcentral;Järnvägsgatan 49;33532;Gnosjö;0370-698015;http://www.lj.se/vardcentralernabraliv/Vardcentraler/Gnosjovardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=B%C3%A5stad+Bj%C3%A4re+L%C3%A4karpraktik%2CH%C3%A5larpsv%C3%A4gen+10;Båstad Bjäre Läkarpraktik;Båstad Bjäre Läkarpraktik;Hålarpsvägen 10;26962;Grevie;0431-23230;http://www.bastadbjarelakarpraktik.se;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Grums%2CGamla+v%C3%A4gen+89;Vårdcentralen Grums;Vårdcentralen Grums;Gamla Vägen 89;66434;Grums;0555-43222,0555-43200;;Vardcentraler;HITTA;20151117
http://www.hitta.se//grycksbo+v%C3%A5rdcentral/grycksbo/L~xlj-vOOU?vad=Grycksbo+v%C3%A5rdcentral%2CDrottningv%C3%A4gen+1;Grycksbo vårdcentral;Grycksbo Vårdcentral, växel;Drottningvägen 1;79020;Grycksbo;023-491800,023-491826,023-491700,023-491568,023-491578;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Gr%C3%A5bo+V%C3%A5rdcentral%2CLundbyv%C3%A4gen+35-37;Gråbo Vårdcentral;Närhälsan Gråbo vårdcentral;Lundbyvägen 35-37;44342;Gråbo;010-4358700;http://www.narhalsan.se/grabovardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//gr%C3%A4ngesbergs+v%C3%A5rdcentral/gr%C3%A4ngesberg/hM_vnkAeeu?vad=Gr%C3%A4ngesbergs+v%C3%A5rdcentral%2CIdrottsv%C3%A4gen+10;Grängesbergs vårdcentral;Grängesbergs Vårdcentral;Idrottsvägen 10;77232;Grängesberg;0240-495950;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=Gr%C3%A4nna+v%C3%A5rdcentral%2CH%C3%A4vdev%C3%A4gen+31;Gränna vårdcentral;Gränna Vårdcentral;Hävdevägen 31;56331;Gränna;036-324900;http://www.lj.se/vardcentralernabraliv/Vardcentraler/Granna-vardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//capio+v%C3%A5rdcentral+gr%C3%A4storp/gr%C3%A4storp/hM24OocaQB?vad=Jon+Jespersgatan+28%2C+46731+Gr%C3%A4storp;Carema Vårdcentral Grästorp;Capio Vårdcentral Grästorp;Jon Jespersgatan 28;46731;Grästorp;0514-704500,0514-704545;http://www.capiovardcentral.se/vastragotaland/grastorp/Vardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+centrum/laholm/yhhLTZsww5?vad=V%C3%A5rdcentralen+Centrum;Vårdcentralen Centrum;Vårdcentralen Centrum;Hasselgränd;31231;Laholm;0430-15700;http://www.regionhalland.se/vccentrum;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+centrum/landskrona/yxSW_nkoAK?vad=V%C3%A5rdcentralen+Centrum;Vårdcentralen Centrum;Vårdcentralen Centrum;Skiftesvägen 8;26153;Landskrona;0418-651400;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/landskrona/vardcentralen-centrum-landskrona;Vardcentraler;HITTA;20151117
http://www.hitta.se//familjel%C3%A4karna+v%C3%A5rdcentral/link%C3%B6ping/ihSTZss_Cw?vad=Familjel%C3%A4karna;Familjeläkarna;Familjeläkarna Vårdcentral, växel;Ågatan 29;58222;Linköping;013-242100,013-242101,013-242102,013-242103;;Vardcentraler;HITTA;20151117
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Sj%C3%B6bo%2CSj%C3%B6bo+Torggata+4;Vårdcentralen Sjöbo;Närhälsan Sjöbo vårdcentral;Sjöbo Torggata 4;50642;Borås;033-6161812,033-6161812,033-6161812;http://www.narhalsan.se/sjobovardcentral;Vardcentraler;HITTA;20151117
http://www.hitta.se//familjel%C3%A4karna+v%C3%A5rdcentral/link%C3%B6ping/ihSTZss_Cw?vad=Familjel%C3%A4karna;Familjeläkarna;Familjeläkarna Vårdcentral, växel;Ågatan 29;58222;Linköping;013-242100,013-242101,013-242102,013-242103;;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+centrum/laholm/yhhLTZsww5?vad=V%C3%A5rdcentralen+Centrum;Vårdcentralen Centrum;Vårdcentralen Centrum;Hasselgränd;31231;Laholm;0430-15700;http://www.regionhalland.se/vccentrum;Vardcentraler;HITTA;20151117
http://www.hitta.se//veritaskliniken/stockholm/LMMlwwU1Gq?vad=Veritaskliniken;Veritaskliniken;Veritaskliniken;Engelbrektsgatan 31;11432;Stockholm;08-50063636;http://www.veritaskliniken.se;Vardcentraler;HITTA;20151117
http://www.hitta.se//v%C3%A5rdcentralen+centrum/v%C3%A4xj%C3%B6/LSgl5XvOOU?vad=V%C3%A5rdcentralen+Centrum;Vårdcentralen Centrum;Vårdcentralen Centrum;Norra Esplanaden 35;35231;Växjö;0470-589500,0470-587800;http://www.ltkronoberg.se/vccentrum;Vardcentraler;HITTA;20151117
